Date,wx_temperature_2m_mean,wx_temperature_2m_max,wx_temperature_2m_min,wx_precipitation_sum,wx_precipitation_hours,wx_snowfall_sum,wx_cloud_cover_mean,wx_wind_speed_10m_max,obs_precip_evening
2024-09-18,26.6,29.7,23.7,10.9,12.0,0.0,69,11.0,9.2
2024-09-19,26.4,29.4,24.5,1.5,7.0,0.0,91,7.8,0.0
2024-09-20,24.2,26.9,16.9,69.6,20.0,0.0,88,24.4,9.3
2024-09-21,19.0,21.7,17.1,28.3,14.0,0.0,100,26.4,0.0
2024-09-22,19.9,23.6,17.3,0.3,3.0,0.0,61,16.7,0.0
2024-09-23,18.8,23.7,14.8,0.0,0.0,0.0,10,14.7,0.0
2024-09-24,18.2,23.5,13.7,0.0,0.0,0.0,29,10.1,0.0
2024-09-25,20.7,25.9,16.1,0.5,5.0,0.0,45,10.3,0.2
2024-09-26,21.3,26.0,18.6,3.4,6.0,0.0,51,12.5,0.0
2024-09-27,21.0,26.0,16.4,0.3,3.0,0.0,52,14.2,0.0
2024-09-28,21.3,26.0,17.8,0.0,0.0,0.0,13,17.5,0.0
2024-09-29,21.4,26.5,17.8,0.0,0.0,0.0,43,13.2,0.0
2024-09-30,20.3,25.4,15.8,0.0,0.0,0.0,66,9.3,0.0
2024-10-01,17.2,20.2,12.2,5.8,7.0,0.0,73,19.8,0.0
2024-10-02,12.9,17.9,9.6,0.0,0.0,0.0,22,13.3,0.0
2024-10-03,13.6,20.1,7.8,0.0,0.0,0.0,25,13.7,0.0
2024-10-04,14.4,20.9,8.5,0.0,0.0,0.0,0,10.8,0.0
2024-10-05,14.4,21.1,8.7,0.0,0.0,0.0,68,9.5,0.0
2024-10-06,13.3,16.7,9.0,0.1,1.0,0.0,94,9.0,0.0
2024-10-07,15.5,19.8,12.2,0.0,0.0,0.0,93,10.5,0.0
2024-10-08,15.5,20.5,9.9,0.5,5.0,0.0,30,9.8,0.1
2024-10-09,16.5,21.9,11.8,0.0,0.0,0.0,53,10.9,0.0
2024-10-10,16.5,21.0,12.7,0.3,2.0,0.0,42,8.1,0.0
2024-10-11,15.8,21.6,11.1,0.0,0.0,0.0,10,8.9,0.0
2024-10-12,15.1,20.8,9.8,0.0,0.0,0.0,17,8.9,0.0
2024-10-13,15.8,22.3,10.0,0.0,0.0,0.0,79,10.3,0.0
2024-10-14,17.7,21.1,15.2,0.2,2.0,0.0,97,10.7,0.0
2024-10-15,17.4,21.5,14.6,2.3,3.0,0.0,74,8.7,0.0
2024-10-16,15.6,21.2,12.6,0.0,0.0,0.0,58,9.0,0.0
2024-10-17,16.5,23.2,10.3,0.0,0.0,0.0,63,8.8,0.0
2024-10-18,16.1,18.5,15.2,41.1,14.0,0.0,99,16.3,4.2
2024-10-19,15.7,20.5,11.5,9.5,5.0,0.0,68,23.4,0.0
2024-10-20,12.1,16.8,9.0,0.0,0.0,0.0,11,21.2,0.0
2024-10-21,12.4,17.2,7.7,0.8,3.0,0.0,93,13.7,0.1
2024-10-22,14.9,16.6,12.9,13.7,15.0,0.0,100,17.2,4.5
2024-10-23,11.9,15.0,7.2,0.8,3.0,0.0,52,28.2,0.0
2024-10-24,10.6,16.5,4.6,0.0,0.0,0.0,0,11.4,0.0
2024-10-25,11.9,19.4,6.1,0.0,0.0,0.0,54,10.3,0.0
2024-10-26,14.7,21.5,9.5,0.0,0.0,0.0,48,9.4,0.0
2024-10-27,14.5,17.8,11.8,0.1,1.0,0.0,99,8.5,0.0
2024-10-28,14.0,19.1,9.4,0.1,1.0,0.0,75,18.5,0.0
2024-10-29,13.1,16.9,9.1,0.2,1.0,0.0,64,10.7,0.0
2024-10-30,13.3,18.3,8.8,0.0,0.0,0.0,14,10.4,0.0
2024-10-31,12.7,19.5,7.7,0.0,0.0,0.0,20,11.4,0.0
2024-11-01,12.6,17.2,8.9,0.0,0.0,0.0,100,8.9,0.0
2024-11-02,15.6,22.6,10.2,0.0,0.0,0.0,34,11.7,0.0
2024-11-03,14.6,20.9,9.3,1.1,4.0,0.0,29,15.9,0.4
2024-11-04,13.3,16.9,7.8,1.1,7.0,0.0,82,21.9,0.0
2024-11-05,8.1,12.9,4.9,0.0,0.0,0.0,52,19.4,0.0
2024-11-06,5.3,9.8,1.7,0.0,0.0,0.0,0,13.4,0.0
2024-11-07,5.0,11.6,-0.3,0.0,0.0,0.0,0,11.1,0.0
2024-11-08,6.5,14.6,-0.5,0.0,0.0,0.0,3,12.3,0.0
2024-11-09,9.7,17.2,4.2,0.0,0.0,0.0,45,10.6,0.0
2024-11-10,10.9,17.3,7.5,0.0,0.0,0.0,52,11.1,0.0
2024-11-11,12.0,17.7,8.5,0.0,0.0,0.0,18,8.2,0.0
2024-11-12,11.3,16.6,6.9,0.0,0.0,0.0,28,10.9,0.0
2024-11-13,11.7,18.2,6.5,0.0,0.0,0.0,23,7.5,0.0
2024-11-14,12.6,15.4,9.9,0.2,1.0,0.0,76,7.6,0.2
2024-11-15,14.1,18.4,11.4,0.0,0.0,0.0,64,7.9,0.0
2024-11-16,15.4,20.2,12.7,5.7,6.0,0.0,80,13.8,3.1
2024-11-17,6.8,13.1,2.4,0.1,1.0,0.0,58,17.8,0.0
2024-11-18,1.7,5.5,-1.4,0.0,0.0,0.0,18,16.9,0.0
2024-11-19,2.4,6.9,-0.9,0.0,0.0,0.0,75,5.8,0.0
2024-11-20,4.8,9.4,0.9,0.0,0.0,0.0,64,6.6,0.0
2024-11-21,7.4,12.9,3.5,1.1,5.0,0.0,45,15.3,0.0
2024-11-22,5.2,9.1,1.8,0.0,0.0,0.0,0,12.4,0.0
2024-11-23,4.2,9.8,-0.5,0.0,0.0,0.0,21,6.5,0.0
2024-11-24,5.4,10.9,1.0,0.0,0.0,0.0,9,6.3,0.0
2024-11-25,8.0,14.1,1.9,0.0,0.0,0.0,72,18.1,0.0
2024-11-26,6.7,11.1,1.6,21.3,17.0,0.91,82,21.3,0.0
2024-11-27,-0.7,1.2,-2.3,10.9,14.0,7.35,86,8.9,0.0
2024-11-28,-1.9,1.1,-5.2,0.7,4.0,0.49,52,7.4,0.0
2024-11-29,-2.8,0.9,-7.8,0.0,0.0,0.0,47,9.2,0.0
2024-11-30,0.0,4.0,-4.5,0.0,0.0,0.0,32,9.2,0.0
2024-12-01,1.1,4.7,-2.9,0.3,3.0,0.0,86,8.1,0.2
2024-12-02,5.4,12.5,-0.4,0.2,1.0,0.0,22,15.9,0.0
2024-12-03,-1.1,2.3,-4.3,0.0,0.0,0.0,66,11.0,0.0
2024-12-04,0.3,3.8,-2.1,0.0,0.0,0.0,5,10.9,0.0
2024-12-05,1.4,6.6,-1.9,0.0,0.0,0.0,28,16.2,0.0
2024-12-06,0.1,3.3,-2.6,0.0,0.0,0.0,2,16.3,0.0
2024-12-07,-1.7,1.6,-3.5,0.0,0.0,0.0,12,13.7,0.0
2024-12-08,-2.0,2.2,-4.9,0.0,0.0,0.0,0,12.9,0.0
2024-12-09,-1.2,3.7,-4.5,0.0,0.0,0.0,19,5.1,0.0
2024-12-10,0.3,5.1,-2.5,0.0,0.0,0.0,34,10.9,0.0
2024-12-11,0.4,5.1,-2.3,0.0,0.0,0.0,75,9.3,0.0
2024-12-12,-1.5,2.8,-4.6,0.0,0.0,0.0,45,8.6,0.0
2024-12-13,-0.5,2.9,-2.3,0.0,0.0,0.0,73,12.2,0.0
2024-12-14,-2.3,0.9,-5.0,0.0,0.0,0.0,5,12.6,0.0
2024-12-15,-0.1,4.4,-2.7,0.0,0.0,0.0,37,16.2,0.0
2024-12-16,-1.3,2.6,-3.8,0.0,0.0,0.0,38,11.2,0.0
2024-12-17,-2.0,0.8,-4.0,0.0,0.0,0.0,23,12.0,0.0
2024-12-18,-4.3,-1.2,-6.8,0.0,0.0,0.0,0,9.5,0.0
2024-12-19,-3.2,1.7,-6.5,0.0,0.0,0.0,30,5.2,0.0
2024-12-20,-0.8,2.7,-3.3,0.8,3.0,0.56,91,6.7,0.1
2024-12-21,-1.5,0.8,-6.2,0.7,6.0,0.49,45,18.0,0.0
2024-12-22,-5.9,-2.0,-8.7,0.0,0.0,0.0,0,13.0,0.0
2024-12-23,-3.5,3.3,-9.5,0.0,0.0,0.0,18,10.3,0.0
2024-12-24,-2.9,1.1,-6.6,0.0,0.0,0.0,21,8.5,0.0
2024-12-25,-0.1,4.2,-4.9,0.3,2.0,0.0,95,11.4,0.1
2024-12-26,-1.5,1.7,-5.2,0.0,0.0,0.0,12,17.0,0.0
2024-12-27,-3.5,0.3,-6.0,0.0,0.0,0.0,28,14.3,0.0
2024-12-28,-3.9,-0.2,-6.7,0.0,0.0,0.0,15,18.2,0.0
2024-12-29,-1.4,3.1,-5.3,0.0,0.0,0.0,33,5.8,0.0
2024-12-30,3.2,8.5,-0.9,0.3,2.0,0.0,77,21.7,0.0
2024-12-31,-1.1,2.1,-3.6,0.1,1.0,0.0,0,14.1,0.0
2025-01-01,0.7,6.8,-3.4,0.0,0.0,0.0,25,13.9,0.0
2025-01-02,-1.1,4.2,-4.1,0.0,0.0,0.0,27,10.7,0.0
2025-01-03,-2.6,1.1,-5.5,0.0,0.0,0.0,7,13.6,0.0
2025-01-04,-1.9,2.8,-5.4,0.0,0.0,0.0,10,8.6,0.0
2025-01-05,0.5,3.1,-1.7,7.1,13.0,4.48,85,11.6,0.4
2025-01-06,-1.6,1.3,-5.2,3.1,5.0,1.89,59,15.9,0.0
2025-01-07,-4.6,-0.1,-10.0,0.0,0.0,0.0,8,17.7,0.0
2025-01-08,-4.2,0.1,-6.8,0.0,0.0,0.0,22,15.8,0.0
2025-01-09,-10.6,-7.4,-12.4,0.0,0.0,0.0,3,22.3,0.0
2025-01-10,-8.7,-3.7,-12.4,0.0,0.0,0.0,2,9.3,0.0
2025-01-11,-6.3,-2.4,-10.1,0.0,0.0,0.0,10,6.6,0.0
2025-01-12,-3.8,1.1,-7.6,0.0,0.0,0.0,26,7.7,0.0
2025-01-13,-1.2,4.0,-5.0,0.7,3.0,0.56,65,14.0,0.1
2025-01-14,0.9,5.3,-2.4,0.5,5.0,0.0,61,13.5,0.0
2025-01-15,-4.3,-2.5,-6.1,0.0,0.0,0.0,2,15.5,0.0
2025-01-16,-1.6,2.3,-5.1,0.1,1.0,0.07,75,15.6,0.1
2025-01-17,-2.7,3.2,-6.9,0.0,0.0,0.0,4,7.4,0.0
2025-01-18,-1.0,4.5,-4.2,0.0,0.0,0.0,38,5.4,0.0
2025-01-19,0.7,6.2,-2.9,0.0,0.0,0.0,68,7.8,0.0
2025-01-20,1.4,4.9,-1.0,0.1,1.0,0.0,68,8.0,0.0
2025-01-21,0.1,5.1,-2.9,0.0,0.0,0.0,40,5.9,0.0
2025-01-22,0.8,4.7,-2.0,0.2,2.0,0.0,72,6.9,0.0
2025-01-23,-0.6,4.5,-3.6,0.0,0.0,0.0,0,7.6,0.0
2025-01-24,0.6,7.4,-3.2,0.0,0.0,0.0,0,6.9,0.0
2025-01-25,2.6,7.9,-0.5,0.0,0.0,0.0,15,14.4,0.0
2025-01-26,2.1,5.7,-0.8,0.0,0.0,0.0,95,10.3,0.0
2025-01-27,-0.8,1.8,-4.5,5.3,16.0,3.36,72,19.2,0.0
2025-01-28,-5.4,-4.5,-6.3,0.1,1.0,0.07,90,21.1,0.0
2025-01-29,-6.7,-4.5,-9.0,0.0,0.0,0.0,66,18.4,0.0
2025-01-30,-5.1,-1.4,-8.8,0.0,0.0,0.0,74,9.6,0.0
2025-01-31,-1.9,-0.2,-3.9,2.1,14.0,1.47,99,6.0,0.7000000000000001
2025-02-01,0.3,7.1,-4.7,0.0,0.0,0.0,65,7.7,0.0
2025-02-02,0.0,5.1,-3.7,0.0,0.0,0.0,74,9.0,0.0
2025-02-03,-5.4,-0.9,-9.1,0.0,0.0,0.0,19,20.9,0.0
2025-02-04,-10.2,-6.7,-13.7,0.0,0.0,0.0,4,21.1,0.0
2025-02-05,-9.1,-4.6,-11.9,0.0,0.0,0.0,31,22.8,0.0
2025-02-06,-6.5,-1.2,-11.6,1.0,2.0,0.7,33,16.9,0.0
2025-02-07,-9.7,-8.3,-11.9,0.9,4.0,0.63,42,25.8,0.0
2025-02-08,-9.0,-4.2,-12.8,0.0,0.0,0.0,5,17.2,0.0
2025-02-09,-6.7,-1.0,-11.3,0.0,0.0,0.0,1,11.4,0.0
2025-02-10,-5.1,0.4,-9.6,0.2,2.0,0.14,44,12.2,0.0
2025-02-11,-2.1,4.6,-8.1,0.0,0.0,0.0,30,7.6,0.0
2025-02-12,-0.4,2.4,-3.8,2.3,12.0,1.47,87,21.1,0.0
2025-02-13,-1.3,4.1,-7.0,0.0,0.0,0.0,0,16.6,0.0
2025-02-14,1.6,8.0,-2.4,0.0,0.0,0.0,18,10.7,0.0
2025-02-15,1.2,6.4,-2.9,0.0,0.0,0.0,85,12.4,0.0
2025-02-16,2.4,8.5,-1.4,0.0,0.0,0.0,43,17.4,0.0
2025-02-17,-1.6,1.8,-4.0,0.0,0.0,0.0,4,18.5,0.0
2025-02-18,-3.0,0.9,-5.4,0.0,0.0,0.0,1,19.8,0.0
2025-02-19,-3.8,0.2,-7.0,0.0,0.0,0.0,0,16.5,0.0
2025-02-20,-3.4,1.1,-6.3,0.0,0.0,0.0,0,16.4,0.0
2025-02-21,-3.2,1.6,-6.4,0.0,0.0,0.0,5,16.1,0.0
2025-02-22,-3.0,1.5,-6.0,0.0,0.0,0.0,4,13.9,0.0
2025-02-23,-3.9,0.1,-6.4,0.0,0.0,0.0,4,19.6,0.0
2025-02-24,-2.1,3.5,-5.7,0.0,0.0,0.0,0,13.6,0.0
2025-02-25,1.1,5.5,-2.8,0.1,1.0,0.0,56,22.2,0.1
2025-02-26,1.4,7.1,-3.5,0.0,0.0,0.0,2,15.2,0.0
2025-02-27,2.9,10.7,-2.9,0.0,0.0,0.0,18,7.3,0.0
2025-02-28,4.5,9.4,0.8,0.0,0.0,0.0,66,7.8,0.0
2025-03-01,3.9,10.4,-0.6,2.6,2.0,0.0,88,9.1,0.0
2025-03-02,5.2,12.1,1.5,15.2,8.0,0.0,84,23.5,9.5
2025-03-03,1.5,4.8,-0.7,9.8,8.0,4.41,90,23.0,0.0
2025-03-04,1.1,2.7,-0.4,3.3,7.0,2.24,94,17.7,0.0
2025-03-05,2.9,6.6,0.9,0.0,0.0,0.0,72,10.9,0.0
2025-03-06,3.1,8.9,-1.9,0.0,0.0,0.0,14,11.5,0.0
2025-03-07,2.7,8.3,-2.6,0.0,0.0,0.0,63,8.1,0.0
2025-03-08,4.1,8.6,0.7,0.0,0.0,0.0,55,11.4,0.0
2025-03-09,3.9,10.3,-1.9,0.0,0.0,0.0,33,7.2,0.0
2025-03-10,5.1,12.3,-1.0,0.0,0.0,0.0,13,12.8,0.0
2025-03-11,6.2,13.2,-0.4,0.0,0.0,0.0,38,9.1,0.0
2025-03-12,6.8,10.8,3.5,0.1,1.0,0.0,97,15.6,0.0
2025-03-13,7.2,13.6,1.1,0.0,0.0,0.0,90,10.4,0.0
2025-03-14,10.0,16.9,3.2,0.0,0.0,0.0,44,10.1,0.0
2025-03-15,9.6,15.1,4.9,0.4,1.0,0.0,82,16.3,0.0
2025-03-16,4.4,7.8,0.3,1.3,8.0,0.0,74,24.1,0.0
2025-03-17,0.9,4.9,-3.5,0.3,2.0,0.21,56,15.1,0.0
2025-03-18,0.8,4.1,-1.6,2.8,10.0,1.89,77,18.6,0.0
2025-03-19,0.7,5.3,-3.9,0.0,0.0,0.0,4,13.8,0.0
2025-03-20,5.2,13.1,-1.3,0.0,0.0,0.0,1,17.2,0.0
2025-03-21,8.4,15.6,3.1,0.0,0.0,0.0,3,13.4,0.0
2025-03-22,10.1,17.0,4.6,0.0,0.0,0.0,0,15.0,0.0
2025-03-23,12.1,21.3,4.4,0.0,0.0,0.0,35,11.9,0.0
2025-03-24,12.8,18.6,9.3,0.8,1.0,0.0,63,16.8,0.0
2025-03-25,10.7,20.4,7.2,0.3,1.0,0.0,68,26.5,0.0
2025-03-26,13.0,22.9,3.6,0.0,0.0,0.0,43,10.3,0.0
2025-03-27,13.0,19.7,7.3,5.1,6.0,0.0,97,19.2,0.0
2025-03-28,6.2,11.1,2.3,0.0,0.0,0.0,52,21.8,0.0
2025-03-29,2.2,6.5,-1.0,2.4,4.0,1.47,25,23.5,0.0
2025-03-30,1.8,6.2,-3.0,0.4,4.0,0.28,28,21.2,0.0
2025-03-31,5.2,12.0,-1.0,0.0,0.0,0.0,19,12.7,0.0
2025-04-01,8.0,15.1,1.4,0.0,0.0,0.0,4,10.0,0.0
2025-04-02,7.0,13.4,2.8,0.8,4.0,0.0,58,15.8,0.5
2025-04-03,8.0,15.4,1.4,0.0,0.0,0.0,4,15.0,0.0
2025-04-04,9.2,14.4,4.6,0.0,0.0,0.0,55,12.5,0.0
2025-04-05,7.1,9.0,5.4,14.4,17.0,0.0,95,9.3,0.2
2025-04-06,8.2,13.7,4.2,0.0,0.0,0.0,30,16.0,0.0
2025-04-07,10.8,18.8,3.4,0.0,0.0,0.0,4,15.1,0.0
2025-04-08,12.0,17.7,6.5,0.0,0.0,0.0,12,15.8,0.0
2025-04-09,10.6,17.0,5.7,0.8,3.0,0.0,89,13.5,0.1
2025-04-10,11.6,18.9,5.4,0.2,2.0,0.0,25,11.7,0.0
2025-04-11,14.4,22.7,6.1,0.0,0.0,0.0,16,9.1,0.0
2025-04-12,13.7,23.4,1.7,14.6,8.0,2.1,100,18.3,8.3
2025-04-13,4.1,6.9,1.0,9.7,12.0,4.69,75,29.2,0.0
2025-04-14,4.5,8.4,2.0,11.8,17.0,2.17,87,16.9,0.4
2025-04-15,6.2,12.8,0.0,0.0,0.0,0.0,21,16.5,0.0
2025-04-16,11.7,20.4,4.0,0.1,1.0,0.0,72,12.2,0.0
2025-04-17,17.1,23.2,11.7,0.1,1.0,0.0,63,17.2,0.0
2025-04-18,16.0,21.3,12.8,0.0,0.0,0.0,71,11.7,0.0
2025-04-19,13.6,17.9,10.5,22.4,14.0,0.0,100,20.4,6.2
2025-04-20,15.1,22.0,10.0,0.0,0.0,0.0,51,5.9,0.0
2025-04-21,17.9,24.5,11.8,0.0,0.0,0.0,38,11.6,0.0
2025-04-22,16.5,17.7,14.9,28.5,16.0,0.0,78,10.1,0.0
2025-04-23,14.9,21.0,9.2,0.0,0.0,0.0,40,8.7,0.0
2025-04-24,12.7,17.7,8.6,0.0,0.0,0.0,28,18.0,0.0
2025-04-25,10.6,16.0,5.8,0.0,0.0,0.0,2,20.0,0.0
2025-04-26,11.4,16.7,5.7,0.0,0.0,0.0,2,15.1,0.0
2025-04-27,12.5,17.1,8.2,0.0,0.0,0.0,97,16.2,0.0
2025-04-28,12.7,18.9,7.8,0.0,0.0,0.0,13,20.7,0.0
2025-04-29,12.2,18.0,6.7,0.0,0.0,0.0,6,11.9,0.0
2025-04-30,15.6,23.4,8.5,0.0,0.0,0.0,42,15.4,0.0
2025-05-01,13.0,14.6,10.5,18.4,9.0,0.0,77,15.7,0.0
2025-05-02,12.2,17.6,7.3,0.0,0.0,0.0,50,18.5,0.0
2025-05-03,10.5,13.0,9.0,10.0,16.0,0.0,71,16.8,0.0
2025-05-04,12.1,17.6,7.5,0.0,0.0,0.0,3,22.8,0.0
2025-05-05,10.8,13.6,7.2,0.4,2.0,0.0,77,9.8,0.0
2025-05-06,12.7,18.3,6.7,0.0,0.0,0.0,43,11.1,0.0
2025-05-07,13.0,18.3,8.2,0.1,1.0,0.0,30,11.0,0.0
2025-05-08,15.3,22.5,8.5,0.0,0.0,0.0,78,10.3,0.0
2025-05-09,14.2,15.2,13.4,31.2,17.0,0.0,100,20.0,7.4
2025-05-10,12.4,14.3,10.9,8.7,17.0,0.0,83,18.4,0.1
2025-05-11,13.6,19.1,8.9,0.0,0.0,0.0,59,11.2,0.0
2025-05-12,15.2,21.2,8.7,0.0,0.0,0.0,1,12.1,0.0
2025-05-13,18.0,24.1,13.1,0.0,0.0,0.0,94,13.1,0.0
2025-05-14,18.9,25.7,12.3,0.4,2.0,0.0,56,13.4,0.0
2025-05-15,18.2,22.7,15.7,3.6,10.0,0.0,100,13.4,0.0
2025-05-16,18.3,23.0,15.8,18.5,15.0,0.0,100,11.2,2.0
2025-05-17,17.5,23.2,14.2,4.0,6.0,0.0,70,20.8,3.3
2025-05-18,14.1,19.5,9.8,0.0,0.0,0.0,52,14.5,0.0
2025-05-19,15.1,19.6,9.9,0.2,2.0,0.0,77,17.9,0.0
2025-05-20,20.5,25.5,16.3,0.6,5.0,0.0,92,17.3,0.1
2025-05-21,23.5,29.5,19.1,0.1,1.0,0.0,94,13.6,0.0
2025-05-22,21.9,26.8,18.4,0.2,2.0,0.0,61,10.5,0.0
2025-05-23,19.6,23.9,14.7,2.3,2.0,0.0,100,12.9,0.0
2025-05-24,15.2,17.5,13.6,0.8,5.0,0.0,75,14.0,0.0
2025-05-25,16.0,21.1,10.7,0.0,0.0,0.0,6,13.1,0.0
2025-05-26,18.6,25.9,12.2,0.0,0.0,0.0,80,11.6,0.0
2025-05-27,19.9,27.0,13.5,0.2,1.0,0.0,26,10.5,0.0
2025-05-28,19.4,26.4,14.3,2.6,3.0,0.0,31,9.2,0.0
2025-05-29,20.6,26.5,14.6,0.6,2.0,0.0,28,11.2,0.2
2025-05-30,22.6,28.5,16.4,0.0,0.0,0.0,5,10.5,0.0
2025-05-31,22.1,28.8,16.6,0.0,0.0,0.0,89,12.5,0.0
2025-06-01,22.6,29.5,16.6,0.0,0.0,0.0,55,13.7,0.0
2025-06-02,20.8,23.9,19.1,0.7,4.0,0.0,100,6.5,0.0
2025-06-03,20.7,25.3,16.9,0.5,1.0,0.0,21,21.0,0.0
2025-06-04,20.3,25.1,15.2,0.0,0.0,0.0,8,26.0,0.0
2025-06-05,21.3,27.2,15.3,0.0,0.0,0.0,44,14.5,0.0
2025-06-06,23.5,29.9,18.7,0.0,0.0,0.0,81,18.1,0.0
2025-06-07,22.9,27.8,18.8,1.0,1.0,0.0,91,17.1,0.0
2025-06-08,24.6,31.0,20.3,0.9,4.0,0.0,72,14.2,0.0
2025-06-09,23.4,29.8,19.6,0.1,1.0,0.0,87,14.0,0.0
2025-06-10,21.2,25.2,19.0,1.9,6.0,0.0,88,15.3,0.0
2025-06-11,22.0,28.0,16.1,0.0,0.0,0.0,30,16.7,0.0
2025-06-12,25.1,33.1,18.0,0.0,0.0,0.0,56,16.9,0.0
2025-06-13,23.9,28.7,20.2,1.1,5.0,0.0,99,11.8,0.2
2025-06-14,25.1,33.0,19.7,0.6,2.0,0.0,54,14.8,0.0
2025-06-15,25.4,32.9,19.5,9.7,4.0,0.0,74,17.9,1.3
2025-06-16,22.7,26.0,20.6,8.0,15.0,0.0,73,17.3,0.0
2025-06-17,23.6,28.1,19.6,0.0,0.0,0.0,55,14.1,0.0
2025-06-18,24.6,30.0,20.1,0.0,0.0,0.0,45,11.5,0.0
2025-06-19,26.9,34.6,21.2,1.5,4.0,0.0,76,16.7,0.4
2025-06-20,23.0,25.2,21.7,51.7,21.0,0.0,100,28.4,5.1
2025-06-21,21.2,23.8,19.8,1.8,8.0,0.0,100,13.4,0.0
2025-06-22,21.4,25.8,17.0,0.0,0.0,0.0,20,11.8,0.0
2025-06-23,23.5,29.3,17.9,0.0,0.0,0.0,33,5.9,0.0
2025-06-24,24.0,27.4,21.3,0.9,2.0,0.0,98,12.5,0.5
2025-06-25,20.9,23.7,19.3,8.1,16.0,0.0,99,11.3,1.6
2025-06-26,21.8,24.5,19.5,0.4,4.0,0.0,98,10.6,0.0
2025-06-27,23.1,27.5,19.4,1.1,4.0,0.0,77,5.7,0.0
2025-06-28,24.8,28.6,22.2,8.2,15.0,0.0,82,9.7,0.0
2025-06-29,25.8,29.4,23.2,1.0,9.0,0.0,70,12.1,0.0
2025-06-30,26.3,29.6,23.5,1.4,13.0,0.0,93,15.3,0.0
2025-07-01,26.3,29.2,24.4,9.7,11.0,0.0,82,14.4,0.1
2025-07-02,26.1,28.9,24.7,1.1,10.0,0.0,98,15.3,0.0
2025-07-03,26.5,30.2,24.4,0.8,6.0,0.0,96,14.1,0.0
2025-07-04,26.0,29.3,23.9,0.6,6.0,0.0,89,15.2,0.0
2025-07-05,26.8,30.7,24.2,0.5,4.0,0.0,90,13.4,0.0
2025-07-06,27.2,31.6,24.4,0.6,6.0,0.0,92,11.7,0.0
2025-07-07,27.9,33.2,24.7,1.4,7.0,0.0,59,10.9,0.0
2025-07-08,30.0,35.5,25.3,0.2,2.0,0.0,14,7.3,0.2
2025-07-09,30.8,35.9,26.2,0.0,0.0,0.0,11,13.3,0.0
2025-07-10,30.7,36.7,25.7,0.0,0.0,0.0,26,17.7,0.0
2025-07-11,29.4,36.5,22.6,0.0,0.0,0.0,3,15.8,0.0
2025-07-12,30.3,37.0,23.3,0.0,0.0,0.0,28,10.9,0.0
2025-07-13,27.3,31.2,24.3,2.8,4.0,0.0,100,9.7,0.0
2025-07-14,23.7,28.9,21.1,24.5,17.0,0.0,79,11.2,13.5
2025-07-15,22.2,24.5,21.0,11.6,13.0,0.0,90,12.1,0.0
2025-07-16,22.4,24.5,21.0,36.7,18.0,0.0,98,22.9,14.4
2025-07-17,23.4,26.8,21.9,25.9,19.0,0.0,100,20.0,13.099999999999998
2025-07-18,24.0,27.4,21.9,42.3,24.0,0.0,98,13.5,2.8000000000000003
2025-07-19,23.8,28.0,21.7,43.4,23.0,0.0,95,17.5,1.6
2025-07-20,26.5,30.4,23.0,22.4,8.0,0.0,75,16.0,0.0
2025-07-21,26.9,29.9,24.7,0.9,7.0,0.0,58,14.0,0.0
2025-07-22,26.9,30.5,23.8,6.7,14.0,0.0,90,11.5,0.0
2025-07-23,27.3,31.2,23.7,0.0,0.0,0.0,68,7.9,0.0
2025-07-24,27.9,32.3,23.9,0.0,0.0,0.0,51,8.1,0.0
2025-07-25,29.8,35.7,24.1,0.0,0.0,0.0,13,5.1,0.0
2025-07-26,32.1,37.8,27.2,0.0,0.0,0.0,74,10.4,0.0
2025-07-27,32.8,38.4,27.8,1.1,4.0,0.0,10,9.9,0.1
2025-07-28,31.9,36.8,27.7,0.0,0.0,0.0,7,10.1,0.0
2025-07-29,32.5,38.5,27.6,1.3,3.0,0.0,25,8.6,0.4
2025-07-30,32.2,38.0,27.8,0.0,0.0,0.0,96,11.3,0.0
2025-07-31,31.7,35.7,28.2,0.0,0.0,0.0,99,9.6,0.0
2025-08-01,31.3,36.4,27.1,0.1,1.0,0.0,95,9.8,0.0
2025-08-02,31.2,36.3,26.9,0.0,0.0,0.0,76,11.8,0.0
2025-08-03,30.0,33.3,25.5,0.7,2.0,0.0,96,14.4,0.2
2025-08-04,26.9,32.3,22.2,4.5,4.0,0.0,59,13.2,0.0
2025-08-05,27.0,30.7,23.8,0.0,0.0,0.0,47,13.0,0.0
2025-08-06,25.8,28.9,24.6,13.0,15.0,0.0,88,17.3,0.0
2025-08-07,26.3,30.0,22.7,0.8,2.0,0.0,13,11.7,0.0
2025-08-08,25.6,29.6,21.7,0.3,2.0,0.0,81,7.8,0.0
2025-08-09,24.3,26.3,22.7,5.2,12.0,0.0,74,7.1,0.3
2025-08-10,25.6,30.4,20.9,0.0,0.0,0.0,28,7.7,0.0
2025-08-11,25.4,28.2,23.4,0.2,2.0,0.0,75,7.3,0.0
2025-08-12,26.6,32.0,21.8,0.0,0.0,0.0,44,10.9,0.0
2025-08-13,24.7,27.2,22.9,51.9,21.0,0.0,98,18.2,1.6
2025-08-14,24.9,27.4,23.2,36.3,16.0,0.0,88,13.1,0.0
2025-08-15,26.4,30.1,23.6,1.3,6.0,0.0,52,12.5,0.0
2025-08-16,26.9,30.7,24.5,0.3,3.0,0.0,68,14.0,0.0
